emp_no,first_name,last_name,birth_date,from_date,to_date,title
102626,Suzette,Jonsson,1963-06-17,1987-10-26,9999-01-01,Staff
102629,Shigeu,Weisert,1957-11-13,1989-07-21,9999-01-01,Staff
102633,Fai,Ernst,1962-07-09,1987-05-08,9999-01-01,Senior Engineer
102641,Srinidhi,Hammerschmidt,1956-06-18,1988-02-15,9999-01-01,Senior Staff
102649,Pranjal,Cochrane,1962-09-08,1986-07-01,9999-01-01,Staff
102650,Tamiya,Katalagarianos,1960-07-04,1989-06-06,9999-01-01,Senior Engineer
102656,Jiang,Dulli,1958-03-14,1987-12-13,9999-01-01,Senior Engineer
102659,Luisa,Zschoche,1958-08-11,1986-02-23,9999-01-01,Engineer
102669,Kazuhisa,Trogemann,1962-08-02,1989-12-28,9999-01-01,Senior Engineer
102672,Tze,Bashian,1962-03-16,1988-09-12,9999-01-01,Staff
102679,Caolyn,Chleq,1959-02-15,1988-06-11,9999-01-01,Senior Engineer
102680,Ult,Danley,1958-05-31,1988-03-09,9999-01-01,Senior Staff
102683,Xinan,Comte,1957-05-16,1988-08-24,9999-01-01,Staff
102684,Houman,Antonakopoulos,1963-01-26,1987-04-27,9999-01-01,Engineer
102688,Satosi,Braunschweig,1963-08-15,1988-01-26,9999-01-01,Senior Staff
102690,Margo,Stemann,1956-05-21,1989-08-24,9999-01-01,Senior Engineer
102691,Irene,Molenaar,1964-10-24,1985-07-02,9999-01-01,Senior Staff
102695,Stella,Goldhammer,1957-02-22,1988-05-27,9999-01-01,Staff
102699,Juyoung,Felder,1961-10-14,1987-11-11,9999-01-01,Technique Leader
102709,Baruch,Rassart,1958-08-21,1989-06-07,9999-01-01,Engineer
102719,Theirry,Khasidashvili,1957-12-09,1987-01-02,9999-01-01,Senior Staff
102723,Otilia,Rothenberg,1959-11-11,1985-05-09,9999-01-01,Staff
102725,Kerhong,Shanbhogue,1961-02-23,1988-04-21,9999-01-01,Staff
102726,Reuven,Klassen,1962-10-13,1985-06-13,9999-01-01,Engineer
102730,Teiji,Serot,1959-06-23,1989-10-01,9999-01-01,Engineer
102731,Susumu,Fendler,1958-06-07,1987-02-20,9999-01-01,Engineer
102739,Yishai,Teitelbaum,1963-01-24,1989-03-15,9999-01-01,Technique Leader
102749,Anneli,Passafiume,1957-03-05,1986-10-30,9999-01-01,Senior Engineer
102750,Weiru,Ushiama,1964-01-20,1985-08-27,9999-01-01,Senior Staff
102755,Vivian,Terwilliger,1960-06-02,1989-10-02,9999-01-01,Staff
102760,Narain,Talmon,1958-01-19,1986-06-05,9999-01-01,Senior Staff
102774,Niranjan,Greenaway,1957-04-06,1989-09-06,9999-01-01,Engineer
102775,Kenroku,Spieker,1958-02-24,1989-01-27,9999-01-01,Senior Staff
102788,Magdalena,Benveniste,1960-09-23,1985-12-04,9999-01-01,Staff
102789,Xiaoshan,Besancenot,1957-01-21,1988-02-03,9999-01-01,Senior Engineer
102798,Xiaocheng,Lalonde,1958-01-19,1985-10-17,9999-01-01,Senior Staff
102800,Uriel,Basagni,1957-02-23,1987-02-08,9999-01-01,Senior Engineer
102806,Radhika,Gyimothy,1958-04-10,1985-03-30,9999-01-01,Senior Staff
102819,Indrajit,Jonsson,1956-12-13,1988-04-25,9999-01-01,Senior Staff
102824,Amalendu,Lally,1961-12-17,1988-09-18,9999-01-01,Senior Staff
102842,Demos,Ashish,1959-06-12,1986-11-03,9999-01-01,Senior Staff
102844,Marke,Speel,1961-05-04,1989-01-04,9999-01-01,Engineer
102858,Masako,Barbanera,1958-11-23,1985-05-11,9999-01-01,Engineer
102862,Kwok,Neiman,1961-12-17,1986-05-20,9999-01-01,Engineer
102864,Heon,Eppinger,1957-01-09,1987-06-04,9999-01-01,Senior Engineer
102867,Atreyi,Tzvieli,1957-01-14,1986-05-28,9999-01-01,Senior Engineer
102873,LiMin,Krupka,1963-06-15,1985-04-19,9999-01-01,Staff
102876,Zejun,Diderrich,1961-12-10,1987-02-02,9999-01-01,Staff
102877,Augustine,Kranzdorf,1961-05-23,1987-05-21,9999-01-01,Staff
102881,Nitsan,Szemeredi,1961-09-02,1989-03-26,9999-01-01,Technique Leader
102888,Mayuri,Swan,1962-07-14,1989-06-11,9999-01-01,Senior Engineer
102895,Nevio,Strooper,1961-05-07,1986-11-17,9999-01-01,Senior Staff
102896,Ortrun,Binkley,1958-01-30,1988-12-25,9999-01-01,Senior Engineer
102898,Jixiang,Wolniewicz,1956-09-28,1986-03-27,9999-01-01,Technique Leader
102902,Utpal,Pollacia,1963-10-13,1988-11-11,9999-01-01,Senior Engineer
102906,Navin,Herath,1958-06-02,1989-08-21,9999-01-01,Senior Staff
102910,Subhankar,Calkin,1959-08-14,1985-04-29,9999-01-01,Senior Staff
102913,Geoffrey,Delgrande,1962-05-29,1985-11-10,9999-01-01,Senior Staff
102924,Karsten,Milicic,1959-10-19,1988-02-29,9999-01-01,Engineer
102926,Tokuyasu,Setia,1961-09-30,1989-01-11,9999-01-01,Staff
102929,Yechiam,Ramsak,1963-06-03,1985-05-27,9999-01-01,Senior Engineer
102931,Leaf,Baar,1960-04-26,1988-11-02,9999-01-01,Senior Staff
102938,Apostol,Schmezko,1963-05-20,1986-06-13,9999-01-01,Senior Engineer
102943,Serge,Morrow,1961-10-19,1989-08-29,9999-01-01,Engineer
102948,Bernardo,Szilard,1956-11-02,1989-01-25,9999-01-01,Staff
102952,Xianlong,Krybus,1962-11-12,1986-02-22,9999-01-01,Senior Staff
102955,Sumant,Murthy,1964-10-16,1986-08-26,9999-01-01,Senior Engineer
102960,Filipe,Rande,1956-11-13,1985-04-15,9999-01-01,Senior Engineer
102968,Ekawit,Kranzdorf,1956-06-11,1985-04-03,9999-01-01,Senior Staff
102971,JiYoung,Melichar,1957-10-07,1987-09-26,9999-01-01,Senior Engineer
102973,Foong,Papsdorf,1961-09-12,1988-11-19,9999-01-01,Senior Staff
102975,Shai,Stasinski,1964-01-05,1987-03-29,9999-01-01,Engineer
102984,Guadalupe,Schrooten,1964-12-22,1988-04-20,9999-01-01,Senior Engineer
102986,Shigeaki,Lubachevsky,1964-07-23,1987-02-07,9999-01-01,Senior Engineer
102987,Anyuan,Peac,1961-05-02,1988-06-22,9999-01-01,Senior Staff
102995,Bikash,Argence,1959-07-31,1985-02-07,9999-01-01,Engineer
103002,Mori,Klerer,1957-03-03,1986-11-05,9999-01-01,Technique Leader
103020,Qunsheng,Boreale,1962-10-09,1986-07-15,9999-01-01,Technique Leader
103021,Prasadram,Taubman,1956-09-06,1985-10-03,9999-01-01,Senior Staff
103028,Kwangjo,Swift,1956-02-28,1987-03-12,9999-01-01,Senior Engineer
103031,Gor,Heemskerk,1959-11-14,1988-11-23,9999-01-01,Senior Staff
103032,Dines,Demri,1957-08-14,1988-07-19,9999-01-01,Assistant Engineer
103047,Utpal,Hardjono,1956-02-06,1989-07-16,9999-01-01,Staff
103052,Byong,Lanzelotte,1957-10-19,1989-11-04,9999-01-01,Senior Engineer
103063,Hein,Baig,1957-03-03,1986-08-21,9999-01-01,Senior Engineer
103065,Mokhtar,Butner,1962-09-15,1989-03-27,9999-01-01,Senior Staff
103074,Joydip,Cardazo,1962-10-25,1986-05-15,9999-01-01,Senior Engineer
103078,Limsoon,Schaaf,1963-06-08,1987-08-22,9999-01-01,Senior Engineer
103096,Shaz,Bernardeschi,1958-07-25,1987-09-25,9999-01-01,Senior Staff
103115,Jouko,Olano,1956-08-22,1987-06-20,9999-01-01,Engineer
103117,Yuqun,Conia,1963-12-25,1985-03-24,9999-01-01,Engineer
103123,Feixiong,Lienhardt,1958-01-11,1987-11-11,9999-01-01,Senior Engineer
103132,Alois,Kugler,1958-04-16,1986-11-01,9999-01-01,Technique Leader
103136,Tonia,Burnard,1962-08-22,1985-02-26,9999-01-01,Assistant Engineer
103154,Godehard,Heiserman,1964-07-31,1985-08-21,9999-01-01,Senior Staff
103161,Xiaoheng,Wrigley,1964-11-15,1985-05-15,9999-01-01,Engineer
103162,Chenxi,Birsak,1956-06-17,1986-09-13,9999-01-01,Senior Staff
103186,Toshiki,Demir,1962-01-25,1987-09-19,9999-01-01,Engineer
103194,Mads,Vecchio,1958-12-26,1986-09-10,9999-01-01,Engineer
103196,Djenana,Albarhamtoshy,1965-01-16,1988-07-16,9999-01-01,Senior Staff
103211,Jiong,Asser,1960-08-05,1985-03-06,9999-01-01,Staff
103217,Erez,Peltason,1959-09-15,1988-03-27,9999-01-01,Staff
103222,Susanna,Danlos,1962-03-28,1985-08-22,9999-01-01,Engineer
103236,Nidapan,Sambasivam,1959-09-08,1989-11-18,9999-01-01,Senior Staff
103240,Valeri,Kruskal,1963-08-29,1985-07-10,9999-01-01,Staff
103242,Leandro,Jiafu,1960-04-01,1986-04-23,9999-01-01,Assistant Engineer
103251,Danco,Broder,1961-08-01,1986-02-14,9999-01-01,Senior Engineer
103260,Shigeu,Lorch,1962-02-10,1985-11-09,9999-01-01,Senior Staff
103273,Yinlin,Ozeri,1963-05-16,1985-04-25,9999-01-01,Staff
103279,Shigeichiro,Vuskovic,1962-09-19,1988-04-18,9999-01-01,Staff
103287,Nalini,Billawala,1959-03-23,1989-01-18,9999-01-01,Engineer
103288,Feipei,Prenel,1963-07-05,1986-10-12,9999-01-01,Staff
103291,Saniya,Hofting,1958-01-02,1989-03-17,9999-01-01,Senior Engineer
103298,Yuichiro,Radhakrishnan,1963-12-16,1987-05-29,9999-01-01,Senior Engineer
103299,Youjian,Eldridge,1956-07-24,1985-07-29,9999-01-01,Technique Leader
103320,Shmuel,Crooks,1960-01-03,1988-09-27,9999-01-01,Staff
103326,Basil,Straney,1958-01-28,1986-12-01,9999-01-01,Senior Engineer
103330,Yuqun,Hardjono,1962-04-05,1986-08-31,9999-01-01,Senior Staff
103336,Shigeaki,Krohn,1962-11-22,1989-02-10,9999-01-01,Senior Staff
103341,Abdelaziz,Alencar,1963-03-29,1987-08-30,9999-01-01,Staff
103359,Boriana,Zultner,1959-04-10,1986-11-16,9999-01-01,Engineer
103372,Dipankar,Chleq,1964-12-29,1985-10-29,9999-01-01,Engineer
103384,Laurentiu,Pezzoli,1963-03-25,1989-11-12,9999-01-01,Senior Staff
103399,Goa,Parfitt,1960-05-08,1985-02-04,9999-01-01,Senior Staff
103402,Khaled,Thiria,1964-11-07,1987-11-09,9999-01-01,Staff
103407,Heejo,Sinitsyn,1963-07-22,1989-10-01,9999-01-01,Senior Staff
103408,Moriyoshi,Marrevee,1956-04-01,1986-02-06,9999-01-01,Staff
103411,Sham,Conte,1956-01-04,1987-10-05,9999-01-01,Senior Staff
103414,Rafols,Orlowski,1964-11-01,1987-08-26,9999-01-01,Senior Staff
103418,Mayuri,DeMori,1962-04-28,1989-09-06,9999-01-01,Engineer
103420,Cheong,Quaggetto,1961-06-18,1988-05-06,9999-01-01,Senior Staff
103446,KayLiang,Kuhnemann,1963-12-07,1988-06-24,9999-01-01,Staff
103447,Fumiko,Lenart,1961-01-13,1988-09-02,9999-01-01,Engineer
103452,Kauko,Plumb,1957-12-09,1989-10-18,9999-01-01,Senior Engineer
103454,Mingzeng,Lammel,1964-05-12,1985-05-10,9999-01-01,Senior Staff
103458,Hironobu,Dredge,1964-02-23,1989-05-19,9999-01-01,Senior Staff
103472,Jaroslava,Murrill,1956-05-19,1989-02-13,9999-01-01,Senior Staff
103474,Alagu,Decleir,1958-12-22,1989-02-19,9999-01-01,Senior Staff
103478,Shietung,Eickenmeyer,1962-03-22,1989-12-12,9999-01-01,Senior Staff
103481,Shounak,Peak,1964-02-16,1985-04-25,9999-01-01,Engineer
103489,Kenton,Lorin,1964-08-10,1986-03-16,9999-01-01,Engineer
103492,Mori,Suppi,1964-09-10,1989-07-24,9999-01-01,Senior Staff
103500,Marie,Holburn,1962-09-10,1985-11-07,9999-01-01,Senior Staff
103520,Torsten,Sinicrope,1956-04-11,1987-01-05,9999-01-01,Engineer
103530,Yuqun,Reinhard,1958-09-12,1985-03-18,9999-01-01,Senior Staff
103532,Sivanarayana,Roccetti,1964-09-14,1985-03-13,9999-01-01,Senior Staff
103535,Chirstian,Nishimukai,1957-01-22,1986-07-04,9999-01-01,Engineer
103557,Chenxi,Remmers,1957-10-25,1986-07-30,9999-01-01,Staff
103564,Munehiko,Montemayor,1957-12-10,1988-04-13,9999-01-01,Technique Leader
103598,Maria,Tzvieli,1956-03-21,1989-01-12,9999-01-01,Engineer
103599,IEEE,Molenaar,1960-08-06,1985-06-10,9999-01-01,Senior Engineer
103606,Tze,Ertl,1960-07-02,1988-12-29,9999-01-01,Senior Engineer
103612,Vasilis,Maierhofer,1960-03-12,1987-09-09,9999-01-01,Senior Staff
103639,Seshu,Koshino,1960-10-15,1988-04-08,9999-01-01,Senior Engineer
103650,Nathalie,Tomescu,1964-05-28,1986-05-25,9999-01-01,Senior Engineer
103656,Jiann,Cherinka,1962-09-05,1988-06-07,9999-01-01,Senior Staff
103662,Kwee,Anguita,1958-07-25,1989-10-03,9999-01-01,Assistant Engineer
103675,Jiakeng,Radhakrishnan,1960-03-29,1986-03-19,9999-01-01,Senior Engineer
103677,Amalendu,Poupard,1964-01-07,1987-02-01,9999-01-01,Engineer
103689,Charlene,Antonakopoulos,1960-01-17,1985-11-08,9999-01-01,Staff
103693,Panayotis,Penttonen,1964-09-02,1985-05-19,9999-01-01,Engineer
103707,Sham,Douceur,1961-07-19,1988-03-19,9999-01-01,Engineer
103714,Lein,Erez,1956-09-25,1988-08-10,9999-01-01,Senior Engineer
103722,Heon,Setiz,1957-10-01,1989-12-12,9999-01-01,Technique Leader
103737,Tzvetan,Rahimi,1960-12-01,1989-05-20,9999-01-01,Senior Engineer
103750,Lijia,Otillio,1964-05-12,1987-04-09,9999-01-01,Engineer
103751,Zongyan,Zhiwei,1956-05-26,1988-05-17,9999-01-01,Engineer
103763,Aloke,Adachi,1961-05-24,1988-12-21,9999-01-01,Senior Engineer
103770,Mikhail,Waterhouse,1957-07-09,1989-06-06,9999-01-01,Technique Leader
103775,Ingmar,Smailagic,1964-04-11,1989-07-29,9999-01-01,Assistant Engineer
103779,Karlis,Lortz,1961-05-15,1989-06-08,9999-01-01,Technique Leader
103787,Premal,Emmerich,1963-01-22,1989-08-02,9999-01-01,Senior Engineer
103793,Premal,Peris,1964-09-14,1988-09-14,9999-01-01,Staff
103795,Shaowei,Copas,1959-11-23,1988-05-03,9999-01-01,Staff
103796,Temple,Coors,1960-09-21,1985-04-05,9999-01-01,Technique Leader
103798,Heng,Sooriamurthi,1957-04-28,1986-03-05,9999-01-01,Senior Engineer
103801,Gift,Rosaz,1956-04-06,1987-03-03,9999-01-01,Engineer
103807,Pascal,Plesums,1958-11-26,1986-10-11,9999-01-01,Senior Staff
103823,Jolita,Angelov,1957-05-30,1987-10-26,9999-01-01,Senior Staff
103827,Shen,Staudhammer,1962-03-05,1987-04-14,9999-01-01,Staff
103828,Jianhua,Ishibashi,1962-11-05,1985-09-27,9999-01-01,Senior Staff
103837,Qiwen,Fandrianto,1963-02-04,1986-08-22,9999-01-01,Engineer
103844,Kamran,Asser,1960-02-17,1985-04-20,9999-01-01,Senior Engineer
103845,Serif,Pena,1959-07-04,1987-04-27,9999-01-01,Staff
103857,Marla,Pramanik,1964-12-16,1989-02-15,9999-01-01,Senior Staff
103861,Prodip,Hiltgen,1963-04-11,1986-01-04,9999-01-01,Senior Staff
103867,Laurentiu,Masada,1962-11-22,1989-08-25,9999-01-01,Senior Staff
103870,Anneli,Desikan,1961-10-23,1986-09-21,9999-01-01,Engineer
103873,Irene,Hooghiemstra,1956-07-25,1988-04-13,9999-01-01,Senior Engineer
103874,Narain,Goodrum,1964-10-07,1989-05-17,9999-01-01,Senior Engineer
103875,Kellie,Verhaegen,1960-05-30,1989-12-14,9999-01-01,Senior Engineer
103882,Guadalupe,Herath,1964-08-30,1985-02-11,9999-01-01,Engineer
103889,Weidon,Tanemo,1960-06-01,1986-10-03,9999-01-01,Senior Engineer
103891,Zhensheng,Kampfer,1957-01-23,1987-04-19,9999-01-01,Staff
103901,Zito,Berendt,1961-10-31,1986-12-14,9999-01-01,Senior Engineer
103902,Marit,Gips,1964-12-08,1985-10-11,9999-01-01,Senior Engineer
103904,Sreenivas,Waterhouse,1963-02-19,1988-03-02,9999-01-01,Engineer
103925,Bodh,Foong,1956-10-06,1985-07-27,9999-01-01,Engineer
103927,Tiina,Setiz,1963-07-19,1989-09-17,9999-01-01,Engineer
103929,Hitomi,Harllee,1960-09-22,1987-08-28,9999-01-01,Senior Engineer
103931,Xinglin,Munro,1962-01-23,1989-11-04,9999-01-01,Senior Engineer
103935,Sudhanshu,Kumaresan,1957-12-28,1989-12-05,9999-01-01,Engineer
103949,Babette,Gonthier,1964-12-19,1986-10-11,9999-01-01,Senior Staff
103953,Fumitake,Kandlur,1961-12-25,1988-03-20,9999-01-01,Staff
103956,Francoise,Pell,1964-01-25,1985-09-18,9999-01-01,Senior Staff
103957,Shietung,Tagansky,1958-09-07,1986-04-17,9999-01-01,Staff
103969,Adib,Genther,1958-12-30,1987-01-30,9999-01-01,Senior Engineer
103978,Lillian,Benzaken,1959-02-04,1985-02-10,9999-01-01,Senior Engineer
103979,Waiman,Uchoa,1959-06-10,1985-08-14,9999-01-01,Engineer
103995,Thodoros,Luks,1961-06-13,1986-09-02,9999-01-01,Senior Engineer
103998,Shahid,Perly,1961-11-16,1985-11-23,9999-01-01,Senior Staff
104000,Shir,Krone,1959-09-14,1987-06-11,9999-01-01,Senior Engineer
104003,Maja,Marrakchi,1959-01-29,1989-09-24,9999-01-01,Technique Leader
104007,Subhash,Welham,1957-06-24,1986-05-26,9999-01-01,Senior Engineer
104016,Boutros,Asser,1960-04-19,1988-05-07,9999-01-01,Senior Engineer
104018,Basim,Mitzlaff,1958-09-01,1986-06-10,9999-01-01,Senior Staff
104032,Hairong,Falby,1964-02-08,1989-07-29,9999-01-01,Senior Engineer
104037,Maia,Streit,1959-05-25,1987-11-16,9999-01-01,Senior Engineer
104040,Feipei,Whittlesey,1961-12-21,1989-10-01,9999-01-01,Senior Staff
104042,Malu,Ashish,1960-06-06,1989-06-16,9999-01-01,Engineer
104053,Arlette,Lalonde,1963-08-30,1987-10-31,9999-01-01,Senior Staff
104059,Toshiki,Penn,1956-03-28,1989-12-20,9999-01-01,Senior Engineer
104065,Chaoyi,Sifakis,1959-10-17,1989-06-25,9999-01-01,Senior Staff
104066,Apostol,Biros,1956-10-20,1987-09-03,9999-01-01,Senior Engineer
104067,Rosita,Paciorek,1959-07-05,1985-12-24,9999-01-01,Staff
104076,Sasan,Ozeki,1959-08-23,1986-09-22,9999-01-01,Senior Staff
104078,Ayonca,Morrow,1962-11-10,1988-05-12,9999-01-01,Senior Staff
104080,Niteen,Kadhim,1956-09-03,1988-10-07,9999-01-01,Senior Staff
104084,Kitty,Ligten,1959-11-09,1989-02-03,9999-01-01,Staff
104096,Uta,Ginneken,1957-02-05,1988-12-01,9999-01-01,Assistant Engineer
104097,JoAnne,Syang,1960-08-24,1986-06-23,9999-01-01,Senior Staff
104102,Gunilla,Eastman,1960-01-04,1987-10-09,9999-01-01,Senior Engineer
104112,Zhongwei,Lunt,1958-09-14,1985-02-20,9999-01-01,Senior Engineer
104113,Pramod,Botman,1960-07-27,1986-10-23,9999-01-01,Engineer
104119,Abdelwaheb,Unno,1959-11-05,1987-11-28,9999-01-01,Senior Engineer
104128,Chinhyun,Petersohn,1961-08-01,1985-06-19,9999-01-01,Engineer
104131,King,Waeselynck,1960-06-24,1985-08-23,9999-01-01,Senior Staff
104132,Sastry,Penn,1957-07-02,1989-02-27,9999-01-01,Senior Staff
104134,Munehiro,Schwaller,1960-06-24,1985-07-16,9999-01-01,Senior Engineer
104147,Miquel,Miake,1964-10-16,1989-08-23,9999-01-01,Staff
104148,Sarita,Bahk,1964-10-17,1985-03-02,9999-01-01,Engineer
104152,Fumitaka,Kuszyk,1959-02-20,1986-05-26,9999-01-01,Senior Engineer
104156,Shmuel,Binkley,1961-01-28,1989-09-05,9999-01-01,Senior Staff
104159,Chenyi,Toyoshima,1963-11-02,1989-06-01,9999-01-01,Staff
104162,Oscal,Flexer,1956-04-07,1985-04-05,9999-01-01,Senior Engineer
104169,Frazer,Hiltgen,1964-08-01,1989-11-23,9999-01-01,Senior Staff
104177,Prasadram,Seiwald,1957-02-08,1986-06-18,9999-01-01,Engineer
104179,Subhrajyoti,Monkewich,1958-03-30,1985-09-02,9999-01-01,Assistant Engineer
104181,Pramod,Coney,1960-07-24,1986-10-01,9999-01-01,Engineer
104189,Kwangsub,McFarlan,1962-04-05,1988-06-03,9999-01-01,Senior Staff
104191,Bodh,Claffy,1960-01-30,1986-08-30,9999-01-01,Senior Staff
104201,Sailaja,Encarnacion,1963-04-21,1986-05-21,9999-01-01,Staff
104202,Boriana,Tasistro,1962-05-25,1986-05-24,9999-01-01,Staff
104207,Shmuel,Coombs,1956-12-19,1989-12-02,9999-01-01,Staff
104208,Baruch,Nastansky,1958-06-19,1986-07-20,9999-01-01,Senior Engineer
104209,Utz,Cromarty,1963-10-07,1985-05-04,9999-01-01,Senior Engineer
104238,Shao,Desikan,1956-09-11,1985-02-10,9999-01-01,Senior Staff
104243,Mani,Besancenot,1962-08-13,1987-11-24,9999-01-01,Senior Staff
104246,Mohan,Ghemri,1963-02-24,1988-06-30,9999-01-01,Engineer
104257,Goa,Asser,1963-10-11,1985-08-10,9999-01-01,Technique Leader
104260,Harjit,Lunt,1958-05-16,1985-12-27,9999-01-01,Senior Staff
104261,Mabhin,Demeyer,1964-04-25,1986-08-28,9999-01-01,Engineer
104264,Otmar,Poulakidas,1961-02-10,1988-03-08,9999-01-01,Senior Engineer
104270,Pintsang,Waterhouse,1957-07-02,1985-07-07,9999-01-01,Senior Staff
104275,Tonia,Cummings,1958-12-17,1989-10-15,9999-01-01,Engineer
104276,Hongzhu,Gimbel,1963-12-13,1988-07-27,9999-01-01,Senior Staff
104290,Takushi,Schneeberger,1958-10-06,1986-11-10,9999-01-01,Engineer
104297,Slavian,Ponthieu,1959-03-02,1985-04-30,9999-01-01,Senior Engineer
104300,Kellie,Deverell,1964-09-02,1988-01-05,9999-01-01,Assistant Engineer
104301,Fox,Kushnir,1959-02-10,1987-12-28,9999-01-01,Engineer
104305,Surveyors,Schapiro,1957-08-08,1986-03-29,9999-01-01,Staff
104309,Flemming,Mayerwieser,1957-05-17,1989-10-06,9999-01-01,Senior Staff
104317,Moriyoshi,Furudate,1960-02-23,1989-01-02,9999-01-01,Senior Engineer
104322,Dinkar,Haumacher,1957-03-20,1988-09-03,9999-01-01,Senior Engineer
104323,Tooru,Czap,1961-11-19,1985-10-25,9999-01-01,Senior Staff
104325,Berthier,Francisci,1957-12-05,1987-06-07,9999-01-01,Senior Engineer
104327,Uri,Swiler,1960-02-19,1989-05-16,9999-01-01,Senior Engineer
104339,Margareta,Vitiello,1959-04-19,1985-06-13,9999-01-01,Staff
104342,Takahito,Ligten,1964-07-09,1988-06-11,9999-01-01,Senior Staff
104344,Danco,Sgarro,1958-05-13,1986-04-24,9999-01-01,Senior Engineer
104346,Dietrich,Rebaine,1957-02-24,1986-07-18,9999-01-01,Engineer
104348,Sariel,Huttel,1963-09-18,1986-04-26,9999-01-01,Technique Leader
104368,Conor,Serre,1957-11-28,1987-11-05,9999-01-01,Engineer
104374,Radhia,Talmon,1964-09-08,1989-01-05,9999-01-01,Staff
104382,Ronnie,Harbusch,1958-10-08,1987-06-23,9999-01-01,Senior Staff
104394,Mayuri,Collette,1959-01-21,1986-11-03,9999-01-01,Senior Staff
104397,Dayanand,Blokdijk,1958-01-05,1986-10-24,9999-01-01,Senior Staff
104408,Bodh,Daescu,1964-03-29,1988-12-20,9999-01-01,Senior Staff
104409,Gretta,Czap,1959-04-29,1986-01-11,9999-01-01,Engineer
104416,Yuping,Kroha,1960-04-16,1989-10-22,9999-01-01,Engineer
104418,Jingling,Baik,1962-11-11,1989-02-16,9999-01-01,Technique Leader
104429,Chaitali,Caine,1964-02-05,1989-06-22,9999-01-01,Senior Engineer
104439,George,Oxman,1958-03-04,1989-05-13,9999-01-01,Engineer
104444,Jacopo,Danecki,1963-04-29,1987-11-05,9999-01-01,Engineer
104445,Rasikan,Wursthorn,1957-05-31,1988-10-07,9999-01-01,Senior Staff
104447,Jahangir,Nitsche,1962-12-22,1986-10-19,9999-01-01,Engineer
104448,Margareta,Whittlesey,1962-12-25,1989-09-07,9999-01-01,Senior Engineer
104449,Wonhee,Denna,1960-06-10,1988-03-03,9999-01-01,Senior Staff
104453,Denny,Sankaranarayanan,1956-10-02,1986-05-18,9999-01-01,Senior Engineer
104459,Danil,Usdin,1958-08-20,1987-07-31,9999-01-01,Engineer
104463,Junichi,Barvinok,1961-02-15,1989-07-22,9999-01-01,Engineer
104466,Kasturi,Rabehasaina,1958-12-08,1989-05-22,9999-01-01,Engineer
104468,Mingdong,Pepe,1958-01-26,1989-06-28,9999-01-01,Senior Engineer
104473,Guozhong,VanScheik,1959-09-09,1985-05-18,9999-01-01,Senior Staff
104484,Aloke,Streit,1956-07-26,1988-07-05,9999-01-01,Senior Staff
104485,Saeed,Milicia,1959-03-23,1988-09-19,9999-01-01,Engineer
104491,Yechezkel,Suri,1958-12-28,1988-04-22,9999-01-01,Senior Staff
104495,Herbert,Schicker,1963-07-08,1987-07-15,9999-01-01,Senior Engineer
104499,Qunsheng,Bergere,1962-10-19,1985-11-03,9999-01-01,Staff
104501,Xuejia,Sommer,1957-04-08,1988-10-06,9999-01-01,Senior Engineer
104521,Giordano,Lorin,1961-02-05,1988-01-20,9999-01-01,Senior Engineer
104524,Bikash,Guenter,1963-06-02,1988-01-01,9999-01-01,Senior Engineer
104528,Munehiro,Curless,1961-06-17,1985-07-21,9999-01-01,Senior Engineer
104534,Vidar,Olano,1964-09-07,1989-01-03,9999-01-01,Senior Staff
104535,Itzchak,Ouhyoung,1964-05-24,1989-12-03,9999-01-01,Engineer
104546,Rayond,Rodiger,1960-01-13,1988-05-23,9999-01-01,Technique Leader
104548,Basil,Kulisch,1956-03-10,1989-03-12,9999-01-01,Staff
104552,Khatoun,Lamma,1964-07-20,1988-05-30,9999-01-01,Technique Leader
104554,Along,Simmen,1964-09-28,1985-08-21,9999-01-01,Senior Engineer
104556,Jacopo,Mayerwieser,1957-06-12,1988-09-18,9999-01-01,Staff
104558,Yakichi,Varman,1959-10-21,1989-01-11,9999-01-01,Engineer
104560,Yishay,Mayerwieser,1958-07-10,1987-11-26,9999-01-01,Engineer
104572,Zvonko,Kragelund,1956-10-30,1988-01-13,9999-01-01,Senior Engineer
104574,Satosi,Gurbaxani,1956-04-08,1987-05-09,9999-01-01,Engineer
104580,Karoline,Spieker,1962-04-29,1986-11-17,9999-01-01,Senior Staff
104584,Kazuyasu,Matzke,1957-06-15,1987-03-03,9999-01-01,Senior Staff
104586,Geoffrey,Furedi,1960-03-19,1986-09-22,9999-01-01,Senior Engineer
104601,Georgy,Alblas,1960-03-23,1989-10-26,9999-01-01,Staff
104603,Weiru,Soicher,1963-06-04,1988-04-30,9999-01-01,Senior Staff
104606,Gal,Strooper,1963-07-24,1985-06-14,9999-01-01,Staff
104608,Parviz,Kermarrec,1956-02-16,1985-02-17,9999-01-01,Senior Staff
104618,Fumiya,Pollock,1963-06-12,1985-11-26,9999-01-01,Staff
104619,Feipei,Heijenga,1956-11-02,1989-08-14,9999-01-01,Senior Staff
104623,Giap,Kuzuoka,1963-11-26,1986-05-23,9999-01-01,Senior Engineer
104628,Maren,Krichel,1962-12-15,1989-08-09,9999-01-01,Senior Staff
104638,Seongbae,Matzel,1956-06-07,1986-04-28,9999-01-01,Staff
104641,Manu,Kumaresan,1961-08-05,1988-07-25,9999-01-01,Senior Staff
